-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (18179, TO_DATE('2025-08-28', 'YYYY-MM-DD'), TO_DATE('2025-08-28 08:19:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-28 17:50:11', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18180, TO_DATE('2025-08-29', 'YYYY-MM-DD'), TO_DATE('2025-08-29 08:23:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-29 17:56:58', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18181, TO_DATE('2025-09-01', 'YYYY-MM-DD'), TO_DATE('2025-09-01 08:22:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-01 17:57:14', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18182, TO_DATE('2025-09-02', 'YYYY-MM-DD'), TO_DATE('2025-09-02 08:26:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-02 17:54:00', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18183, TO_DATE('2025-09-03', 'YYYY-MM-DD'), TO_DATE('2025-09-03 08:13:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-03 17:54:58', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18184, TO_DATE('2025-09-04', 'YYYY-MM-DD'), TO_DATE('2025-09-04 08:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-04 17:54:50', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18185, TO_DATE('2025-09-05', 'YYYY-MM-DD'), TO_DATE('2025-09-05 08:02:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-05 17:53:12', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18186, TO_DATE('2025-09-08', 'YYYY-MM-DD'), TO_DATE('2025-09-08 08:12:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-08 17:53:58', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18187, TO_DATE('2025-09-09', 'YYYY-MM-DD'), TO_DATE('2025-09-09 08:25:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-09 17:55:00', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18188, TO_DATE('2025-09-10', 'YYYY-MM-DD'), TO_DATE('2025-09-10 08:24:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-10 17:57:20', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18189, TO_DATE('2025-09-11', 'YYYY-MM-DD'), TO_DATE('2025-09-11 08:20:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-11 17:51:05', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18190, TO_DATE('2025-09-12', 'YYYY-MM-DD'), TO_DATE('2025-09-12 08:04:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-12 17:53:22', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18191, TO_DATE('2025-09-15', 'YYYY-MM-DD'), TO_DATE('2025-09-15 08:03:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-15 17:54:01', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18192, TO_DATE('2025-09-16', 'YYYY-MM-DD'), TO_DATE('2025-09-16 08:23:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-16 17:51:09', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18193, TO_DATE('2025-09-17', 'YYYY-MM-DD'), TO_DATE('2025-09-17 08:07:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-17 17:50:09', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18194, TO_DATE('2025-09-18', 'YYYY-MM-DD'), TO_DATE('2025-09-18 08:17:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-18 17:57:43', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18195, TO_DATE('2025-09-19', 'YYYY-MM-DD'), TO_DATE('2025-09-19 14:56:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-19 17:52:20', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18196, TO_DATE('2025-09-22', 'YYYY-MM-DD'), TO_DATE('2025-09-22 08:20:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-22 17:52:16', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18197, TO_DATE('2025-09-23', 'YYYY-MM-DD'), TO_DATE('2025-09-23 08:25:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-23 17:58:06', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18198, TO_DATE('2025-09-24', 'YYYY-MM-DD'), TO_DATE('2025-09-24 08:19:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-24 17:53:01', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18199, TO_DATE('2025-09-25', 'YYYY-MM-DD'), TO_DATE('2025-09-25 08:13:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-25 17:54:56', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18200, TO_DATE('2025-09-26', 'YYYY-MM-DD'), TO_DATE('2025-09-26 08:17:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-26 17:59:03', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18201, TO_DATE('2025-09-29', 'YYYY-MM-DD'), TO_DATE('2025-09-29 08:23:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-09-29 17:59:49', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18202, TO_DATE('2025-09-30', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18203, TO_DATE('2025-10-01', 'YYYY-MM-DD'), TO_DATE('2025-10-01 14:27:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-01 17:55:08', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18204, TO_DATE('2025-10-02', 'YYYY-MM-DD'), TO_DATE('2025-10-02 08:25:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-02 17:54:03', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18205, TO_DATE('2025-10-10', 'YYYY-MM-DD'), TO_DATE('2025-10-10 08:08:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-10 17:56:32', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18206, TO_DATE('2025-10-13', 'YYYY-MM-DD'), TO_DATE('2025-10-13 14:25:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-13 17:58:43', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18207, TO_DATE('2025-10-14', 'YYYY-MM-DD'), TO_DATE('2025-10-14 08:03:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-14 17:53:57', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18208, TO_DATE('2025-10-15', 'YYYY-MM-DD'), TO_DATE('2025-10-15 08:01:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-15 17:52:14', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18209, TO_DATE('2025-10-16', 'YYYY-MM-DD'), TO_DATE('2025-10-16 08:19:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-16 17:57:39', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18210, TO_DATE('2025-10-17', 'YYYY-MM-DD'), TO_DATE('2025-10-17 08:17:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-17 17:53:44', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18211, TO_DATE('2025-10-20', 'YYYY-MM-DD'), TO_DATE('2025-10-20 08:04:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-20 17:54:14', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18212, TO_DATE('2025-10-21', 'YYYY-MM-DD'), TO_DATE('2025-10-21 08:13:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-21 17:51:49', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18213, TO_DATE('2025-10-22', 'YYYY-MM-DD'), TO_DATE('2025-10-22 08:06:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-22 17:58:12', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18214, TO_DATE('2025-10-23', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18215, TO_DATE('2025-10-24', 'YYYY-MM-DD'), TO_DATE('2025-10-24 08:07:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-24 17:57:36', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18216, TO_DATE('2025-10-27', 'YYYY-MM-DD'), TO_DATE('2025-10-27 08:09:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-27 17:53:42', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18217, TO_DATE('2025-10-28', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18218, TO_DATE('2025-10-29', 'YYYY-MM-DD'), TO_DATE('2025-10-29 08:11:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-29 17:50:30', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18219, TO_DATE('2025-10-30', 'YYYY-MM-DD'), TO_DATE('2025-10-30 08:17:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-30 17:57:59', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18220, TO_DATE('2025-10-31', 'YYYY-MM-DD'), TO_DATE('2025-10-31 08:17:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-31 17:56:45', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18221, TO_DATE('2025-11-03', 'YYYY-MM-DD'), TO_DATE('2025-11-03 08:28:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-03 17:57:09', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18222, TO_DATE('2025-11-04', 'YYYY-MM-DD'), TO_DATE('2025-11-04 14:35:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-04 17:57:36', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18223, TO_DATE('2025-11-05', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18224, TO_DATE('2025-11-06', 'YYYY-MM-DD'), TO_DATE('2025-11-06 08:03:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-06 17:58:55', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18225, TO_DATE('2025-11-07', 'YYYY-MM-DD'), TO_DATE('2025-11-07 08:19:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-07 17:54:07', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18226, TO_DATE('2025-11-10', 'YYYY-MM-DD'), TO_DATE('2025-11-10 08:07:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-10 17:59:03', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18227, TO_DATE('2025-11-11', 'YYYY-MM-DD'), TO_DATE('2025-11-11 08:29:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-11 17:51:48', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18228, TO_DATE('2025-11-12', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18229, TO_DATE('2025-11-13', 'YYYY-MM-DD'), TO_DATE('2025-11-13 08:12:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-13 16:59:13', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18230, TO_DATE('2025-11-14', 'YYYY-MM-DD'), TO_DATE('2025-11-14 08:08:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-14 17:59:29', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18231, TO_DATE('2025-11-17', 'YYYY-MM-DD'), TO_DATE('2025-11-17 08:03:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-17 17:59:12', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18232, TO_DATE('2025-11-18', 'YYYY-MM-DD'), TO_DATE('2025-11-18 08:23:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-18 16:51:28', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18233, TO_DATE('2025-11-19', 'YYYY-MM-DD'), TO_DATE('2025-11-19 08:01:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-19 16:53:53', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18234, TO_DATE('2025-11-20', 'YYYY-MM-DD'), TO_DATE('2025-11-20 08:16:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-20 17:53:14', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18235, TO_DATE('2025-11-21', 'YYYY-MM-DD'), TO_DATE('2025-11-21 08:00:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-21 17:59:58', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18236, TO_DATE('2025-11-24', 'YYYY-MM-DD'), TO_DATE('2025-11-24 08:26:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-24 17:54:51', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18237, TO_DATE('2025-11-25', 'YYYY-MM-DD'), TO_DATE('2025-11-25 08:25:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-25 17:54:39', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18238, TO_DATE('2025-11-26', 'YYYY-MM-DD'), TO_DATE('2025-11-26 08:16:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-26 17:54:42', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18239, TO_DATE('2025-11-27', 'YYYY-MM-DD'), TO_DATE('2025-11-27 08:10:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-27 17:52:02', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18240, TO_DATE('2025-11-28', 'YYYY-MM-DD'), TO_DATE('2025-11-28 08:09:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-28 17:55:11', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18241, TO_DATE('2025-12-01', 'YYYY-MM-DD'), TO_DATE('2025-12-01 08:17:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-01 17:51:25', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18242, TO_DATE('2025-12-02', 'YYYY-MM-DD'), TO_DATE('2025-12-02 08:10:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-02 17:50:36', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18243, TO_DATE('2025-12-03', 'YYYY-MM-DD'), TO_DATE('2025-12-03 08:08:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-03 17:51:57', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18244, TO_DATE('2025-12-04', 'YYYY-MM-DD'), TO_DATE('2025-12-04 08:04:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-04 17:55:37', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18245, TO_DATE('2025-12-05', 'YYYY-MM-DD'), TO_DATE('2025-12-05 08:06:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-05 17:52:12', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18246, TO_DATE('2025-12-08', 'YYYY-MM-DD'), TO_DATE('2025-12-08 08:13:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-08 17:59:47', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18247, TO_DATE('2025-12-09', 'YYYY-MM-DD'), TO_DATE('2025-12-09 08:16:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-09 17:53:08', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18248, TO_DATE('2025-12-10', 'YYYY-MM-DD'), TO_DATE('2025-12-10 08:17:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-10 17:55:34', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18249, TO_DATE('2025-12-11', 'YYYY-MM-DD'), TO_DATE('2025-12-11 08:03:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-11 17:50:34', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18250, TO_DATE('2025-12-12', 'YYYY-MM-DD'), TO_DATE('2025-12-12 08:27:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-12 16:56:07', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18251, TO_DATE('2025-12-15', 'YYYY-MM-DD'), TO_DATE('2025-12-15 08:24:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-15 16:50:02', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18252, TO_DATE('2025-12-16', 'YYYY-MM-DD'), TO_DATE('2025-12-16 14:23:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-16 17:53:19', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18253, TO_DATE('2025-12-17', 'YYYY-MM-DD'), TO_DATE('2025-12-17 08:08:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-17 17:54:57', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18254, TO_DATE('2025-12-18', 'YYYY-MM-DD'), TO_DATE('2025-12-18 08:20:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-18 17:59:15', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18255, TO_DATE('2025-12-19', 'YYYY-MM-DD'), TO_DATE('2025-12-19 08:07:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-19 17:56:51', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18256, TO_DATE('2025-12-22', 'YYYY-MM-DD'), TO_DATE('2025-12-22 08:06:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-22 17:50:29', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18257, TO_DATE('2025-12-23', 'YYYY-MM-DD'), TO_DATE('2025-12-23 08:11:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-23 17:56:20', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18258, TO_DATE('2025-12-24', 'YYYY-MM-DD'), TO_DATE('2025-12-24 08:29:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-24 17:59:32', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18259, TO_DATE('2025-12-26', 'YYYY-MM-DD'), TO_DATE('2025-12-26 08:16:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-26 17:54:07', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18260, TO_DATE('2025-12-29', 'YYYY-MM-DD'), TO_DATE('2025-12-29 08:24:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-29 17:52:05', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18261, TO_DATE('2025-12-30', 'YYYY-MM-DD'), TO_DATE('2025-12-30 08:17:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-30 17:56:29', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18262, TO_DATE('2025-12-31', 'YYYY-MM-DD'), TO_DATE('2025-12-31 08:24:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-31 17:57:06', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18263, TO_DATE('2026-01-02', 'YYYY-MM-DD'), TO_DATE('2026-01-02 08:02:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-02 16:50:39', 'YYYY-MM-DD HH24:MI:SS'), 154, 4);
INSERT INTO ATTENDANCE VALUES (18264, TO_DATE('2026-01-05', 'YYYY-MM-DD'), TO_DATE('2026-01-05 08:28:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-05 17:51:22', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18265, TO_DATE('2026-01-06', 'YYYY-MM-DD'), TO_DATE('2026-01-06 08:11:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-06 17:55:33', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18266, TO_DATE('2026-01-07', 'YYYY-MM-DD'), TO_DATE('2026-01-07 08:01:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-07 17:51:44', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18267, TO_DATE('2026-01-08', 'YYYY-MM-DD'), TO_DATE('2026-01-08 08:06:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-08 17:56:02', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18268, TO_DATE('2026-01-09', 'YYYY-MM-DD'), TO_DATE('2026-01-09 08:07:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-09 17:53:46', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18269, TO_DATE('2026-01-12', 'YYYY-MM-DD'), TO_DATE('2026-01-12 14:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-12 17:55:33', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18270, TO_DATE('2026-01-13', 'YYYY-MM-DD'), TO_DATE('2026-01-13 08:21:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-13 17:52:23', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18271, TO_DATE('2026-01-14', 'YYYY-MM-DD'), TO_DATE('2026-01-14 08:16:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-14 17:52:22', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18272, TO_DATE('2026-01-15', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18273, TO_DATE('2026-01-16', 'YYYY-MM-DD'), TO_DATE('2026-01-16 14:33:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-16 17:52:23', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18274, TO_DATE('2026-01-19', 'YYYY-MM-DD'), TO_DATE('2026-01-19 08:26:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-19 17:56:32', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
